id,studentid,jobid,action,content
179,2012012172,0,TIME_ESTIMATION,TIMESTAMP=1445946006588	USER=2012012172	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=2 ET=61
180,2012012172,0,BEGIN_READING,TIMESTAMP=1445946008289	USER=2012012172	JOBID=0	ACTION=BEGIN_READING	INFO: CURRENT_DOC=3
181,2012012172,0,BEGIN_READING,TIMESTAMP=1445946012097	USER=2012012172	JOBID=0	ACTION=BEGIN_READING	INFO: CURRENT_DOC=4
182,2012012172,0,END_READING,TIMESTAMP=1445946013852	USER=2012012172	JOBID=0	ACTION=END_READING	INFO: CURRENT_DOC=4
183,2012012172,0,TIME_ESTIMATION,TIMESTAMP=1445946016260	USER=2012012172	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=4 ET=0
184,2012012172,0,TIME_ESTIMATION,TIMESTAMP=1445946016309	USER=2012012172	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=4 ET=0
185,2015011318,0,BEGIN_CALIBRATION,TIMESTAMP=1445946117661	USER=2015011318	JOBID=0	ACTION=BEGIN_CALIBRATION	INFO:
186,2015011318,0,END_CALIBRATION,TIMESTAMP=1445946151147	USER=2015011318	JOBID=0	ACTION=END_CALIBRATION	INFO:
187,2015011318,0,BEGIN_READING,TIMESTAMP=1445946173757	USER=2015011318	JOBID=0	ACTION=BEGIN_READING	INFO: CURRENT_DOC=1
188,2015011318,0,END_READING,TIMESTAMP=1445946326569	USER=2015011318	JOBID=0	ACTION=END_READING	INFO: CURRENT_DOC=1
189,2015011318,0,TIME_ESTIMATION,TIMESTAMP=1445946372072	USER=2015011318	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=1 ET=297
190,2015011318,0,BEGIN_READING,TIMESTAMP=1445946379276	USER=2015011318	JOBID=0	ACTION=BEGIN_READING	INFO: CURRENT_DOC=2
191,2015011318,0,END_READING,TIMESTAMP=1445946425064	USER=2015011318	JOBID=0	ACTION=END_READING	INFO: CURRENT_DOC=2
192,2015011318,0,TIME_ESTIMATION,TIMESTAMP=1445946434281	USER=2015011318	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=2 ET=71
193,2015011318,0,BEGIN_READING,TIMESTAMP=1445946437714	USER=2015011318	JOBID=0	ACTION=BEGIN_READING	INFO: CURRENT_DOC=3
194,2015011318,0,END_READING,TIMESTAMP=1445946510488	USER=2015011318	JOBID=0	ACTION=END_READING	INFO: CURRENT_DOC=3
195,2015011318,0,TIME_ESTIMATION,TIMESTAMP=1445946520608	USER=2015011318	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=3 ET=119
196,2015011318,0,BEGIN_READING,TIMESTAMP=1445946523251	USER=2015011318	JOBID=0	ACTION=BEGIN_READING	INFO: CURRENT_DOC=4
197,2015011318,0,END_READING,TIMESTAMP=1445946572409	USER=2015011318	JOBID=0	ACTION=END_READING	INFO: CURRENT_DOC=4
198,2015011318,0,TIME_ESTIMATION,TIMESTAMP=1445946579175	USER=2015011318	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=4 ET=58
199,2015011318,1,BEGIN_CALIBRATION,TIMESTAMP=1445946607224	USER=2015011318	JOBID=1	ACTION=BEGIN_CALIBRATION	INFO:
200,2015011318,1,END_CALIBRATION,TIMESTAMP=1445946656119	USER=2015011318	JOBID=1	ACTION=END_CALIBRATION	INFO:
201,2015011318,1,BEGIN_READING,TIMESTAMP=1445946662624	USER=2015011318	JOBID=1	ACTION=BEGIN_READING	INFO: CURRENT_DOC=1
202,2015011318,1,END_READING,TIMESTAMP=1445946807142	USER=2015011318	JOBID=1	ACTION=END_READING	INFO: CURRENT_DOC=1
203,2015011318,1,TIME_ESTIMATION,TIMESTAMP=1445946810607	USER=2015011318	JOBID=1	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=1 ET=146
204,2015011318,1,BEGIN_READING,TIMESTAMP=1445946812643	USER=2015011318	JOBID=1	ACTION=BEGIN_READING	INFO: CURRENT_DOC=2
205,2015011318,1,END_READING,TIMESTAMP=1445946899046	USER=2015011318	JOBID=1	ACTION=END_READING	INFO: CURRENT_DOC=2
206,2015011318,1,TIME_ESTIMATION,TIMESTAMP=1445946908476	USER=2015011318	JOBID=1	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=2 ET=102
207,2015011318,1,BEGIN_READING,TIMESTAMP=1445946911223	USER=2015011318	JOBID=1	ACTION=BEGIN_READING	INFO: CURRENT_DOC=3
208,2015011318,1,END_READING,TIMESTAMP=1445946990004	USER=2015011318	JOBID=1	ACTION=END_READING	INFO: CURRENT_DOC=3
209,2015011318,1,TIME_ESTIMATION,TIMESTAMP=1445947005828	USER=2015011318	JOBID=1	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=3 ET=68
210,2015011318,1,BEGIN_READING,TIMESTAMP=1445947009360	USER=2015011318	JOBID=1	ACTION=BEGIN_READING	INFO: CURRENT_DOC=4
211,2015011318,1,END_READING,TIMESTAMP=1445947051564	USER=2015011318	JOBID=1	ACTION=END_READING	INFO: CURRENT_DOC=4
212,2015011318,1,TIME_ESTIMATION,TIMESTAMP=1445947056765	USER=2015011318	JOBID=1	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=4 ET=42
213,2015011318,1,TIME_ESTIMATION,TIMESTAMP=1445947056957	USER=2015011318	JOBID=1	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=4 ET=42
214,2015011318,2,BEGIN_CALIBRATION,TIMESTAMP=1445947083158	USER=2015011318	JOBID=2	ACTION=BEGIN_CALIBRATION	INFO:
215,2015011318,2,END_CALIBRATION,TIMESTAMP=1445947131645	USER=2015011318	JOBID=2	ACTION=END_CALIBRATION	INFO:
216,2015011318,2,BEGIN_READING,TIMESTAMP=1445947136402	USER=2015011318	JOBID=2	ACTION=BEGIN_READING	INFO: CURRENT_DOC=1
217,2015011318,2,END_READING,TIMESTAMP=1445947244005	USER=2015011318	JOBID=2	ACTION=END_READING	INFO: CURRENT_DOC=1
218,2015011318,2,TIME_ESTIMATION,TIMESTAMP=1445947253635	USER=2015011318	JOBID=2	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=1 ET=98
219,2015011318,2,BEGIN_READING,TIMESTAMP=1445947255630	USER=2015011318	JOBID=2	ACTION=BEGIN_READING	INFO: CURRENT_DOC=2
220,2015011318,2,END_READING,TIMESTAMP=1445947285587	USER=2015011318	JOBID=2	ACTION=END_READING	INFO: CURRENT_DOC=2
221,2015011318,2,TIME_ESTIMATION,TIMESTAMP=1445947294746	USER=2015011318	JOBID=2	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=2 ET=33
222,2015011318,2,BEGIN_READING,TIMESTAMP=1445947296324	USER=2015011318	JOBID=2	ACTION=BEGIN_READING	INFO: CURRENT_DOC=3
223,2015011318,2,END_READING,TIMESTAMP=1445947342924	USER=2015011318	JOBID=2	ACTION=END_READING	INFO: CURRENT_DOC=3
224,2015011318,2,TIME_ESTIMATION,TIMESTAMP=1445947360594	USER=2015011318	JOBID=2	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=3 ET=55
225,2015011318,2,BEGIN_READING,TIMESTAMP=1445947363540	USER=2015011318	JOBID=2	ACTION=BEGIN_READING	INFO: CURRENT_DOC=4
226,2015011318,2,END_READING,TIMESTAMP=1445947409025	USER=2015011318	JOBID=2	ACTION=END_READING	INFO: CURRENT_DOC=4
227,2015011318,2,TIME_ESTIMATION,TIMESTAMP=1445947417219	USER=2015011318	JOBID=2	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=4 ET=53
228,2015011318,3,BEGIN_CALIBRATION,TIMESTAMP=1445947443322	USER=2015011318	JOBID=3	ACTION=BEGIN_CALIBRATION	INFO:
229,2015011318,3,END_CALIBRATION,TIMESTAMP=1445947486057	USER=2015011318	JOBID=3	ACTION=END_CALIBRATION	INFO:
230,2015011318,3,BEGIN_READING,TIMESTAMP=1445947493384	USER=2015011318	JOBID=3	ACTION=BEGIN_READING	INFO: CURRENT_DOC=1
231,2015011318,3,END_READING,TIMESTAMP=1445947569593	USER=2015011318	JOBID=3	ACTION=END_READING	INFO: CURRENT_DOC=1
232,2015011318,3,TIME_ESTIMATION,TIMESTAMP=1445947576440	USER=2015011318	JOBID=3	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=1 ET=77
233,2015011318,3,TIME_ESTIMATION,TIMESTAMP=1445947576494	USER=2015011318	JOBID=3	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=1 ET=77
234,2015011318,3,BEGIN_READING,TIMESTAMP=1445947578658	USER=2015011318	JOBID=3	ACTION=BEGIN_READING	INFO: CURRENT_DOC=2
235,2015011318,3,END_READING,TIMESTAMP=1445947688039	USER=2015011318	JOBID=3	ACTION=END_READING	INFO: CURRENT_DOC=2
236,2015011318,3,TIME_ESTIMATION,TIMESTAMP=1445947695335	USER=2015011318	JOBID=3	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=2 ET=70
237,2015011318,3,BEGIN_READING,TIMESTAMP=1445947697529	USER=2015011318	JOBID=3	ACTION=BEGIN_READING	INFO: CURRENT_DOC=3
238,2015011318,3,END_READING,TIMESTAMP=1445947805687	USER=2015011318	JOBID=3	ACTION=END_READING	INFO: CURRENT_DOC=3
239,2015011318,3,TIME_ESTIMATION,TIMESTAMP=1445947817191	USER=2015011318	JOBID=3	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=3 ET=70
240,2015011318,3,BEGIN_READING,TIMESTAMP=1445947819281	USER=2015011318	JOBID=3	ACTION=BEGIN_READING	INFO: CURRENT_DOC=4
241,2015011318,3,END_READING,TIMESTAMP=1445947858143	USER=2015011318	JOBID=3	ACTION=END_READING	INFO: CURRENT_DOC=4
242,2015011318,3,TIME_ESTIMATION,TIMESTAMP=1445947865359	USER=2015011318	JOBID=3	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=4 ET=41
243,2015011318,4,BEGIN_CALIBRATION,TIMESTAMP=1445947895930	USER=2015011318	JOBID=4	ACTION=BEGIN_CALIBRATION	INFO:
244,2015011318,4,END_CALIBRATION,TIMESTAMP=1445947946230	USER=2015011318	JOBID=4	ACTION=END_CALIBRATION	INFO:
245,2015011318,4,END_READING,TIMESTAMP=1445948051694	USER=2015011318	JOBID=4	ACTION=END_READING	INFO: CURRENT_DOC=0
246,2015011318,4,BEGIN_READING,TIMESTAMP=1445948074214	USER=2015011318	JOBID=4	ACTION=BEGIN_READING	INFO: CURRENT_DOC=1
247,2015011318,4,BEGIN_CALIBRATION,TIMESTAMP=1445948091125	USER=2015011318	JOBID=4	ACTION=BEGIN_CALIBRATION	INFO:
248,2015011318,4,END_CALIBRATION,TIMESTAMP=1445948096196	USER=2015011318	JOBID=4	ACTION=END_CALIBRATION	INFO:
249,2015011318,4,BEGIN_READING,TIMESTAMP=1445948100112	USER=2015011318	JOBID=4	ACTION=BEGIN_READING	INFO: CURRENT_DOC=1
250,2015011318,4,END_READING,TIMESTAMP=1445948220220	USER=2015011318	JOBID=4	ACTION=END_READING	INFO: CURRENT_DOC=1
251,2015011318,4,TIME_ESTIMATION,TIMESTAMP=1445948229045	USER=2015011318	JOBID=4	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=1 ET=79
252,2015011318,4,TIME_ESTIMATION,TIMESTAMP=1445948229140	USER=2015011318	JOBID=4	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=1 ET=79
253,2015011318,4,BEGIN_READING,TIMESTAMP=1445948230898	USER=2015011318	JOBID=4	ACTION=BEGIN_READING	INFO: CURRENT_DOC=2
254,2015011318,4,END_READING,TIMESTAMP=1445948297219	USER=2015011318	JOBID=4	ACTION=END_READING	INFO: CURRENT_DOC=2
255,2015011318,4,TIME_ESTIMATION,TIMESTAMP=1445948310314	USER=2015011318	JOBID=4	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=2 ET=50
256,2015011318,4,BEGIN_READING,TIMESTAMP=1445948312439	USER=2015011318	JOBID=4	ACTION=BEGIN_READING	INFO: CURRENT_DOC=3
257,2015011318,4,END_READING,TIMESTAMP=1445948397131	USER=2015011318	JOBID=4	ACTION=END_READING	INFO: CURRENT_DOC=3
258,2015011318,4,TIME_ESTIMATION,TIMESTAMP=1445948402019	USER=2015011318	JOBID=4	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=3 ET=42
259,2015011318,4,BEGIN_READING,TIMESTAMP=1445948403462	USER=2015011318	JOBID=4	ACTION=BEGIN_READING	INFO: CURRENT_DOC=4
260,2015011318,4,END_READING,TIMESTAMP=1445948436171	USER=2015011318	JOBID=4	ACTION=END_READING	INFO: CURRENT_DOC=4
261,2015011318,4,TIME_ESTIMATION,TIMESTAMP=1445948441179	USER=2015011318	JOBID=4	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=4 ET=38
262,2012012172,0,BEGIN_CALIBRATION,TIMESTAMP=1445950402439	USER=2012012172	JOBID=0	ACTION=BEGIN_CALIBRATION	INFO:
263,2012012172,0,END_CALIBRATION,TIMESTAMP=1445950412565	USER=2012012172	JOBID=0	ACTION=END_CALIBRATION	INFO:
264,2012012172,0,BEGIN_READING,TIMESTAMP=1445950440939	USER=2012012172	JOBID=0	ACTION=BEGIN_READING	INFO: CURRENT_DOC=1
265,2012012172,0,END_READING,TIMESTAMP=1445950458164	USER=2012012172	JOBID=0	ACTION=END_READING	INFO: CURRENT_DOC=1
266,2012012172,0,TIME_ESTIMATION,TIMESTAMP=1445950462787	USER=2012012172	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=1 ET=126
267,2012012172,0,BEGIN_READING,TIMESTAMP=1445950464847	USER=2012012172	JOBID=0	ACTION=BEGIN_READING	INFO: CURRENT_DOC=2
268,2012012172,0,END_READING,TIMESTAMP=1445950466628	USER=2012012172	JOBID=0	ACTION=END_READING	INFO: CURRENT_DOC=2
269,2012012172,0,TIME_ESTIMATION,TIMESTAMP=1445950468315	USER=2012012172	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=2 ET=0
270,2012012172,0,BEGIN_READING,TIMESTAMP=1445950469488	USER=2012012172	JOBID=0	ACTION=BEGIN_READING	INFO: CURRENT_DOC=3
271,2012012172,0,END_READING,TIMESTAMP=1445950471811	USER=2012012172	JOBID=0	ACTION=END_READING	INFO: CURRENT_DOC=3
272,2012012172,0,TIME_ESTIMATION,TIMESTAMP=1445950472731	USER=2012012172	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=3 ET=0
273,2012012172,0,TIME_ESTIMATION,TIMESTAMP=1445950472783	USER=2012012172	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=3 ET=0
274,2012012172,0,BEGIN_READING,TIMESTAMP=1445950474440	USER=2012012172	JOBID=0	ACTION=BEGIN_READING	INFO: CURRENT_DOC=4
275,2012012172,0,END_READING,TIMESTAMP=1445950475747	USER=2012012172	JOBID=0	ACTION=END_READING	INFO: CURRENT_DOC=4
276,2012012172,0,TIME_ESTIMATION,TIMESTAMP=1445950476643	USER=2012012172	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=4 ET=0
277,2015011246,0,BEGIN_CALIBRATION,TIMESTAMP=1445950595195	USER=2015011246	JOBID=0	ACTION=BEGIN_CALIBRATION	INFO:
278,2015011246,0,END_CALIBRATION,TIMESTAMP=1445950663587	USER=2015011246	JOBID=0	ACTION=END_CALIBRATION	INFO:
279,2015011246,0,BEGIN_READING,TIMESTAMP=1445950672869	USER=2015011246	JOBID=0	ACTION=BEGIN_READING	INFO: CURRENT_DOC=1
280,2015011246,0,END_READING,TIMESTAMP=1445950849042	USER=2015011246	JOBID=0	ACTION=END_READING	INFO: CURRENT_DOC=1
281,2015011246,0,TIME_ESTIMATION,TIMESTAMP=1445950858425	USER=2015011246	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=1 ET=279
282,2015011246,0,BEGIN_READING,TIMESTAMP=1445950861940	USER=2015011246	JOBID=0	ACTION=BEGIN_READING	INFO: CURRENT_DOC=2
283,2015011246,0,END_READING,TIMESTAMP=1445950950233	USER=2015011246	JOBID=0	ACTION=END_READING	INFO: CURRENT_DOC=2
284,2015011246,0,TIME_ESTIMATION,TIMESTAMP=1445950957121	USER=2015011246	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=2 ET=154
285,2015011246,0,BEGIN_READING,TIMESTAMP=1445950959962	USER=2015011246	JOBID=0	ACTION=BEGIN_READING	INFO: CURRENT_DOC=3
286,2015011246,0,END_READING,TIMESTAMP=1445951062511	USER=2015011246	JOBID=0	ACTION=END_READING	INFO: CURRENT_DOC=3
287,2015011246,0,TIME_ESTIMATION,TIMESTAMP=1445951070656	USER=2015011246	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=3 ET=212
288,2015011246,0,TIME_ESTIMATION,TIMESTAMP=1445951070735	USER=2015011246	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=3 ET=212
289,2015011246,0,BEGIN_READING,TIMESTAMP=1445951073721	USER=2015011246	JOBID=0	ACTION=BEGIN_READING	INFO: CURRENT_DOC=4
290,2015011246,0,END_READING,TIMESTAMP=1445951149247	USER=2015011246	JOBID=0	ACTION=END_READING	INFO: CURRENT_DOC=4
291,2015011246,0,TIME_ESTIMATION,TIMESTAMP=1445951158126	USER=2015011246	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=4 ET=165
292,2015011246,1,BEGIN_CALIBRATION,TIMESTAMP=1445951191359	USER=2015011246	JOBID=1	ACTION=BEGIN_CALIBRATION	INFO:
293,2015011246,1,END_CALIBRATION,TIMESTAMP=1445951257774	USER=2015011246	JOBID=1	ACTION=END_CALIBRATION	INFO:
294,2015011246,1,BEGIN_READING,TIMESTAMP=1445951261931	USER=2015011246	JOBID=1	ACTION=BEGIN_READING	INFO: CURRENT_DOC=1
295,2015011246,1,END_READING,TIMESTAMP=1445951488877	USER=2015011246	JOBID=1	ACTION=END_READING	INFO: CURRENT_DOC=1
296,2015011246,1,TIME_ESTIMATION,TIMESTAMP=1445951493893	USER=2015011246	JOBID=1	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=1 ET=300
297,2015011246,1,BEGIN_READING,TIMESTAMP=1445951498144	USER=2015011246	JOBID=1	ACTION=BEGIN_READING	INFO: CURRENT_DOC=2
298,2015011246,1,END_READING,TIMESTAMP=1445951639491	USER=2015011246	JOBID=1	ACTION=END_READING	INFO: CURRENT_DOC=2
299,2015011246,1,TIME_ESTIMATION,TIMESTAMP=1445951644931	USER=2015011246	JOBID=1	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=2 ET=254
300,2015011246,1,BEGIN_READING,TIMESTAMP=1445951647245	USER=2015011246	JOBID=1	ACTION=BEGIN_READING	INFO: CURRENT_DOC=3
301,2015011246,1,END_READING,TIMESTAMP=1445951768580	USER=2015011246	JOBID=1	ACTION=END_READING	INFO: CURRENT_DOC=3
302,2015011246,1,TIME_ESTIMATION,TIMESTAMP=1445951775187	USER=2015011246	JOBID=1	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=3 ET=188
303,2015011246,1,BEGIN_READING,TIMESTAMP=1445951777549	USER=2015011246	JOBID=1	ACTION=BEGIN_READING	INFO: CURRENT_DOC=4
304,2015011246,1,END_READING,TIMESTAMP=1445951896410	USER=2015011246	JOBID=1	ACTION=END_READING	INFO: CURRENT_DOC=4
305,2015011246,1,TIME_ESTIMATION,TIMESTAMP=1445951902450	USER=2015011246	JOBID=1	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=4 ET=215
306,2015011246,2,BEGIN_CALIBRATION,TIMESTAMP=1445951934683	USER=2015011246	JOBID=2	ACTION=BEGIN_CALIBRATION	INFO:
307,2015011246,2,END_CALIBRATION,TIMESTAMP=1445951999609	USER=2015011246	JOBID=2	ACTION=END_CALIBRATION	INFO:
308,2015011246,2,BEGIN_READING,TIMESTAMP=1445952002671	USER=2015011246	JOBID=2	ACTION=BEGIN_READING	INFO: CURRENT_DOC=1
309,2015011246,2,END_READING,TIMESTAMP=1445952155176	USER=2015011246	JOBID=2	ACTION=END_READING	INFO: CURRENT_DOC=1
310,2015011246,2,TIME_ESTIMATION,TIMESTAMP=1445952161561	USER=2015011246	JOBID=2	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=1 ET=268
311,2015011246,2,BEGIN_READING,TIMESTAMP=1445952164034	USER=2015011246	JOBID=2	ACTION=BEGIN_READING	INFO: CURRENT_DOC=2
312,2015011246,2,END_READING,TIMESTAMP=1445952224856	USER=2015011246	JOBID=2	ACTION=END_READING	INFO: CURRENT_DOC=2
313,2015011246,2,TIME_ESTIMATION,TIMESTAMP=1445952229463	USER=2015011246	JOBID=2	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=2 ET=81
314,2015011246,2,BEGIN_READING,TIMESTAMP=1445952231298	USER=2015011246	JOBID=2	ACTION=BEGIN_READING	INFO: CURRENT_DOC=3
315,2015011246,2,END_READING,TIMESTAMP=1445952309775	USER=2015011246	JOBID=2	ACTION=END_READING	INFO: CURRENT_DOC=3
316,2015011246,2,TIME_ESTIMATION,TIMESTAMP=1445952315567	USER=2015011246	JOBID=2	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=3 ET=141
317,2015011246,2,BEGIN_READING,TIMESTAMP=1445952317242	USER=2015011246	JOBID=2	ACTION=BEGIN_READING	INFO: CURRENT_DOC=4
318,2015011246,2,END_READING,TIMESTAMP=1445952484654	USER=2015011246	JOBID=2	ACTION=END_READING	INFO: CURRENT_DOC=4
319,2015011246,2,TIME_ESTIMATION,TIMESTAMP=1445952492918	USER=2015011246	JOBID=2	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=4 ET=249
